Function,Generated,Ground Truth
"	protected void startScheduler(final Scheduler scheduler, final int startupDelay) throws SchedulerException {
		if (startupDelay <= 0) {
			logger.info(""Starting Quartz Scheduler now"");
			scheduler.start();
		}
		else {
			if (logger.isInfoEnabled()) {
				logger.info(""Will start Quartz Scheduler ["" + scheduler.getSchedulerName() +
						""] in "" + startupDelay + "" seconds"");
			}
			
			
			Thread schedulerThread = new Thread() {
				@Override
				public void run() {
					try {
						TimeUnit.SECONDS.sleep(startupDelay);
					}
					catch (InterruptedException ex) {
						Thread.currentThread().interrupt();
						
					}
					if (logger.isInfoEnabled()) {
						logger.info(""Starting Quartz Scheduler now, after delay of "" + startupDelay + "" seconds"");
					}
					try {
						scheduler.start();
					}
					catch (SchedulerException ex) {
						throw new SchedulingException(""Could not start Quartz Scheduler after delay"", ex);
					}
				}
			};
			schedulerThread.setName(""Quartz Scheduler ["" + scheduler.getSchedulerName() + ""]"");
			schedulerThread.setDaemon(true);
			schedulerThread.start();
		}
	}", starts the quartz scheduler with a delay,start the quartz scheduler respecting the startup delay setting
"	public ServerHttpRequest apply(ServerHttpRequest request) {
		if (hasForwardedHeaders(request)) {
			ServerHttpRequest.Builder builder = request.mutate();
			if (!this.removeOnly) {
				URI uri = UriComponentsBuilder.fromHttpRequest(request).build(true).toUri();
				builder.uri(uri);
				String prefix = getForwardedPrefix(request);
				if (prefix != null) {
					builder.path(prefix + uri.getRawPath());
					builder.contextPath(prefix);
				}
				InetSocketAddress remoteAddress = request.getRemoteAddress();
				remoteAddress = UriComponentsBuilder.parseForwardedFor(request, remoteAddress);
				if (remoteAddress != null) {
					builder.remoteAddress(remoteAddress);
				}
			}
			removeForwardedHeaders(builder);
			request = builder.build();
		}
		return request;
	}", removes the forwarded headers from the given request,apply and remove or remove forwarded type headers
"	public ResultMatcher isMultiStatus() {
		return matcher(HttpStatus.MULTI_STATUS);
	}",0 tests passed,assert the response status code is http status
"	protected boolean checkParameterTypeNoReactiveWrapper(MethodParameter parameter, Predicate<Class<?>> predicate) {
		Class<?> type = parameter.getParameterType();
		ReactiveAdapter adapter = getAdapterRegistry().getAdapter(type);
		if (adapter != null) {
			assertHasValues(adapter, parameter);
			type = parameter.nested().getNestedParameterType();
		}
		if (predicate.test(type)) {
			if (adapter == null) {
				return true;
			}
			throw buildReactiveWrapperException(parameter);
		}
		return false;
	}",1 check if the parameter type is a reactive adapter type,evaluate the predicate on the method parameter type but raise an illegal state exception if the same matches the generic type within a reactive type wrapper
"	public String getResourceDescription() {
		return this.resourceDescription;
	}", get the description of the resource,return the description of the resource that the bean definition came from
"	public static String encodeQuery(String query, Charset charset) {
		return encode(query, charset, HierarchicalUriComponents.Type.QUERY);
	}",0 tests,encode the given uri query with the given encoding
"	public static Map<String, Object> convertInlinedPropertiesToMap(String... inlinedProperties) {
		Assert.notNull(inlinedProperties, ""'inlinedProperties' must not be null"");
		Map<String, Object> map = new LinkedHashMap<>();
		Properties props = new Properties();

		for (String pair : inlinedProperties) {
			if (!StringUtils.hasText(pair)) {
				continue;
			}
			try {
				props.load(new StringReader(pair));
			}
			catch (Exception ex) {
				throw new IllegalStateException(""Failed to load test environment property from ["" + pair + ""]"", ex);
			}
			Assert.state(props.size() == 1, () -> ""Failed to load exactly one test environment property from ["" + pair + ""]"");
			for (String name : props.stringPropertyNames()) {
				map.put(name, props.getProperty(name));
			}
			props.clear();
		}

		return map;
	}",1 test environment property is inlined in the test class,convert the supplied em inlined properties em in the form of em key value em pairs into a map keyed by property name preserving the ordering of property names in the returned map
"	public List<TransactionSynchronization> getSynchronizations() throws IllegalStateException {
		Set<TransactionSynchronization> synchs = this.transactionContext.getSynchronizations();
		if (synchs == null) {
			throw new IllegalStateException(""Transaction synchronization is not active"");
		}
		
		
		
		if (synchs.isEmpty()) {
			return Collections.emptyList();
		}
		else {
			
			List<TransactionSynchronization> sortedSynchs = new ArrayList<>(synchs);
			AnnotationAwareOrderComparator.sort(sortedSynchs);
			return Collections.unmodifiableList(sortedSynchs);
		}
	}", returns the list of transaction synchronizations,return an unmodifiable snapshot list of all registered synchronizations for the current context
"	public void setJndiEnvironment(Properties jndiEnvironment) {
		this.jndiLocator.setJndiEnvironment(jndiEnvironment);
	}", sets the jndi environment for this locator,set the jndi environment to use for jndi lookups
"	protected TransactionSynchronizationRegistry lookupTransactionSynchronizationRegistry(String registryName) throws TransactionSystemException {
		try {
			if (logger.isDebugEnabled()) {
				logger.debug(""Retrieving JTA TransactionSynchronizationRegistry from JNDI location ["" + registryName + ""]"");
			}
			return getJndiTemplate().lookup(registryName, TransactionSynchronizationRegistry.class);
		}
		catch (NamingException ex) {
			throw new TransactionSystemException(
					""JTA TransactionSynchronizationRegistry is not available at JNDI location ["" + registryName + ""]"", ex);
		}
	}",1. below function is used to lookup transaction synchronization registry from jndi,look up the jta 0
"	public static boolean isAssignable(Class<?> lhsType, Class<?> rhsType) {
		Assert.notNull(lhsType, ""Left-hand side type must not be null"");
		Assert.notNull(rhsType, ""Right-hand side type must not be null"");
		if (lhsType.isAssignableFrom(rhsType)) {
			return true;
		}
		if (lhsType.isPrimitive()) {
			Class<?> resolvedPrimitive = primitiveWrapperTypeMap.get(rhsType);
			return (lhsType == resolvedPrimitive);
		}
		else {
			Class<?> resolvedWrapper = primitiveTypeToWrapperMap.get(rhsType);
			return (resolvedWrapper != null && lhsType.isAssignableFrom(resolvedWrapper));
		}
	}",0 checks whether the left-hand side type is assignable from the right-hand side type,check if the right hand side type may be assigned to the left hand side type assuming setting by reflection
"	protected final SessionFactory obtainSessionFactory() {
		SessionFactory sessionFactory = getSessionFactory();
		Assert.state(sessionFactory != null, ""No SessionFactory set"");
		return sessionFactory;
	}",0 tests,obtain the session factory for actual use
"	public Jackson2ObjectMapperBuilder simpleDateFormat(String format) {
		this.dateFormat = new SimpleDateFormat(format);
		return this;
	}",1 argument string,define the date time format with a simple date format
"	public boolean isDaemon() {
		return this.daemon;
	}",1 whether this thread is a daemon thread,return whether this factory should create daemon threads
"	public static HandlerResultMatchers handler() {
		return new HandlerResultMatchers();
	}", return a new handler result matchers,access to assertions for the handler that handled the request
"	public MessageHeaderInitializer getHeaderInitializer() {
		return this.headerInitializer;
	}", return the header initializer,return the configured header initializer
"	public String getExpression() {
		return this.expression;
	}", return the expression,return a bind expression that can be used in html forms as input name for the respective field or null if not field specific
"	public SockJsService getSockJsService() {
		return this.sockJsService;
	}", return the sock js service,return the sock js service
"	protected StringBuilder expandTargetUrlTemplate(String targetUrl,
			Map<String, Object> model, Map<String, String> uriVariables) {

		Matcher matcher = URI_TEMPLATE_VARIABLE_PATTERN.matcher(targetUrl);
		boolean found = matcher.find();
		if (!found) {
			return new StringBuilder(targetUrl);
		}
		StringBuilder result = new StringBuilder();
		int endLastMatch = 0;
		while (found) {
			String name = matcher.group(1);
			Object value = (model.containsKey(name) ? model.get(name) : uriVariables.get(name));
			Assert.notNull(value, () -> ""No value for URI variable '"" + name + ""'"");
			result.append(targetUrl, endLastMatch, matcher.start());
			result.append(encodeUriVariable(value.toString()));
			endLastMatch = matcher.end();
			found = matcher.find();
		}
		result.append(targetUrl, endLastMatch, targetUrl.length());
		return result;
	}",1. create a new instance of the builder class,expand uri template variables in the target url with either model attribute values or as a fallback with uri variable values from the current request
"	public void setTargetDestinationResolver(DestinationResolver<D> targetDestinationResolver) {
		this.targetDestinationResolver = targetDestinationResolver;
	}", sets the destination resolver to be used for resolving the target destination,set the target destination resolver to delegate to
